gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log2FoldChange_apeglm,lfcSE_apeglm,significant
ENSG00000174514.13,3186.2566195727327,-5.265908114583313,0.1286409354645125,-40.934933313167576,0,0,-5.263879422229078,0.12858954684678628,TRUE
ENSG00000249859.12,943.1272592648023,4.5895180673466385,0.12318814686584766,37.25616615001637,8.41976734543666e-304,1.3552457519214848e-299,4.583641533889801,0.12355973250556629,TRUE
ENSG00000061656.10,2566.843462271038,4.10480493673171,0.11744531557518074,34.95077616871048,1.2602289916041384e-267,1.3523097232573473e-263,3.888931926279595,0.11744766630803571,TRUE
ENSG00000224490.5,1197.0402975772322,8.32084945444173,0.2418892919092914,34.399412180519555,2.5730340620112598e-259,2.0707778131066618e-255,8.302825607216281,0.24304222003839984,TRUE
ENSG00000213963.6,340.6387829668483,-3.6285863355663364,0.10691507474180881,-33.93895897588882,1.774917639106448e-252,1.1427629727622953e-248,-3.622970473475109,0.10681894550173227,TRUE
ENSG00000185633.10,84701.5096996454,5.797750765727242,0.17159077544016896,33.78824270042901,2.9353379532626887e-250,1.5749066565238743e-246,5.443205383284733,0.17214416676327662,TRUE
ENSG00000014257.16,435.29857743198727,-5.6105449698972425,0.16869269520448962,-33.258968108228565,1.5145144559548365e-242,6.9650356237283e-239,-5.60084846752065,0.16829775557400004,TRUE
ENSG00000273335.1,59.28001214636048,-6.5820295030272735,0.2008210778623625,-32.77559095434407,1.3118147748755717e-235,5.2787426540993e-232,-6.569777994933565,0.200656805160015,TRUE
ENSG00000187730.9,867.6138954885789,5.257680917617366,0.16047959490452685,32.76230177889772,2.0284837042365253e-235,7.255660822975803e-232,5.130658273421536,0.16083418764408608,TRUE
ENSG00000129521.15,29713.554363604915,4.246828152934023,0.13003338102969494,32.65952264952797,5.869906800589648e-234,1.8896403972458195e-230,4.304505493080761,0.12807051439945408,TRUE
ENSG00000135245.10,9623.39191412566,4.7313092488497075,0.14630377336756203,32.33894205150226,1.9845305220506463e-229,5.807818778714037e-226,4.640765940763637,0.14625609979768125,TRUE
ENSG00000140939.14,5422.789526717471,3.405441110004888,0.10663693043728345,31.934913130378746,8.751745215571349e-224,2.347801516497274e-220,3.400329760733246,0.10684323916806023,TRUE
ENSG00000073060.16,11930.820176878351,4.1042334787017785,0.1309797841535046,31.334862133317706,1.5643400149141212e-215,3.8737872123165687e-212,3.811833280689875,0.13131723124887695,TRUE
ENSG00000214145.7,1697.9793561417487,5.543654044417459,0.17901100684264842,30.968230066938617,1.4440325469665848e-210,3.3204496965677354e-207,5.207757923862102,0.17904067374047977,TRUE
ENSG00000050767.17,11292.541821930292,5.18015578698468,0.16824317545805229,30.789693388046146,3.6004773803446593e-208,7.727104521870351e-205,4.826585363626782,0.16880978482444203,TRUE
ENSG00000107159.13,11022.545387103506,6.051651927215939,0.19759979235310063,30.625801045387487,5.551048359396678e-206,1.1168709299106117e-202,5.895382714966137,0.19836845363276395,TRUE
ENSG00000134574.12,2877.9370947868497,2.0291186765435887,0.06644523566061745,30.538211752423074,8.108525325640583e-205,1.5354685134295392e-201,2.026629174776994,0.06650071460614038,TRUE
ENSG00000285906.2,256.1593245473782,3.1330066447480944,0.10298091597405956,30.423177101447465,2.712437878582324e-203,4.851044454851232e-200,3.1277923706175423,0.10323274993525806,TRUE
ENSG00000113739.10,7421.500505533434,4.250815135294968,0.14041404697742382,30.27343222988528,2.5653737428187054e-201,4.346553238358935e-198,3.9228953106381783,0.13956012394816436,TRUE
ENSG00000102878.17,4102.227105694779,5.70992671927636,0.18917969477238214,30.182555935225757,4.0129514801395165e-200,6.459246702432565e-197,5.698516602328962,0.18998407791065258,TRUE
ENSG00000184661.14,1174.1131374277622,4.692605608265994,0.1566055323098984,29.964494478905415,2.848758980383136e-197,4.367011861737805e-194,4.234840783336839,0.15692689872073498,TRUE
ENSG00000286733.1,2219.4417988108257,6.214055920497894,0.20806846833817846,29.865437901902784,5.533809339650048e-196,8.097472284637016e-193,6.24416789828494,0.20896157007586494,TRUE
ENSG00000147889.18,363.35885716310884,4.955794608121235,0.16666191125653276,29.73561607902765,2.6612916549490424e-194,3.724882650266068e-191,4.945563651396857,0.16769046441921137,TRUE
ENSG00000114113.6,16.273315978982282,-4.288180760571834,0.1446298599424504,-29.64934600834255,3.4580257536756006e-193,4.638365210930205e-190,-4.279347428548425,0.14437722054721594,TRUE
ENSG00000167772.12,44672.45742077671,4.942635388465619,0.16674034402702242,29.642708351762792,4.211005151605464e-193,5.422427113619324e-190,4.9366589289038805,0.16731461939350928,TRUE
ENSG00000286025.1,208.3556891212046,6.347785936695319,0.21501710917430392,29.522236444679745,1.4924979789751398e-191,1.8479421130449116e-188,6.333740079722029,0.21707637756640907,TRUE
ENSG00000066926.12,2517.7712171069575,-1.9994028651619866,0.0678041680012651,-29.48790500791458,4.114690430267951e-191,4.905930160414292e-188,-1.9942437242515072,0.067735479219800665,TRUE
ENSG00000170231.16,1253.0787428431063,6.455704415660548,0.21978367060620738,29.372993898292908,1.215523146143902e-189,1.3975043257380177e-186,5.679000506451441,0.21926624648787846,TRUE
ENSG00000164105.4,995.3223463701527,2.4758172041500504,0.08487407650716516,29.170475910168392,4.5949586427287944e-187,5.100720987128461e-184,2.4728990883554283,0.08499307626034092,TRUE
ENSG00000095970.17,1355.1518242980787,4.253524931259697,0.14630659905328924,29.07267996647531,7.954176873214319e-186,8.535362063417178e-183,4.055977354836941,0.1464051109429459,TRUE
ENSG00000112715.25,84645.18872598508,3.482936192094079,0.12016045367823466,28.98571106780835,9.961603962245649e-185,1.034464370169716e-181,3.476191907732033,0.12045903301183346,TRUE
ENSG00000105366.15,456.05361770071954,5.0639677908683876,0.1766837061552578,28.661204256257292,1.162360186371697e-180,1.1693343474899272e-177,4.299465065316663,0.17556641906915105,TRUE
ENSG00000082684.16,8842.464622197265,3.8860563320258397,0.13575928343860758,28.62460845105428,3.3199089703824946e-180,3.23862150225919e-177,3.717801859339883,0.13428632200086635,TRUE
ENSG00000149927.18,1557.1186456717637,6.09460434314899,0.21323744667574976,28.58130426039327,1.1473907416501052e-179,1.0863765516235349e-176,6.080192600747267,0.2141826881866577,TRUE
ENSG00000231881.2,2428.1176466659363,6.529482241364699,0.22907888472489793,28.50320425300651,1.0690658595032238e-178,9.832962328322223e-176,7.075728222138173,0.23097665134278172,TRUE
ENSG00000173567.15,89.65641533827932,-3.6043102994024294,0.12699016994627046,-28.38259292768419,3.316685365150153e-177,2.965853757636492e-174,-3.5963232243775223,0.1268171676909752,TRUE
ENSG00000258667.2,753.5323637386781,5.099777540772975,0.18177373934877597,28.055634213409917,3.409849841261289e-173,2.9667536781049572e-170,5.088032416962818,0.18231895708547766,TRUE
ENSG00000123610.5,2824.5382291352125,5.671060461821209,0.2021693953563538,28.051033401099687,3.880251484802189e-173,3.2871856789145282e-170,5.8944506096329725,0.20328474216499545,TRUE
ENSG00000088340.17,1304.4821940592406,5.543721814566781,0.1979667055151033,28.00330388962218,1.4810282448847778e-172,1.1919315314832692e-169,5.5307559848449674,0.19900238320113717,TRUE
ENSG00000171208.10,3869.2800492403867,3.2822663797020195,0.11720993729006159,28.003311456257627,1.480714062757389e-172,1.1919315314832692e-169,3.276671198670663,0.11746636448997856,TRUE
ENSG00000283683.1,842.1289991009395,5.588730515213973,0.200137602647871,27.924440191516524,1.3475645283671176e-171,1.0580682267608353e-168,5.647010812561004,0.20120750042994223,TRUE
ENSG00000119715.15,529.319569569752,-5.955705769953565,0.21341986771789548,-27.90605126710128,2.253055545655063e-171,1.726913431564947e-168,-5.94020762910181,0.21282398565854635,TRUE
ENSG00000263429.3,3.8046039796989244,-5.927950119824433,0.21429670212805996,-27.662348794719172,1.9825006741775752e-168,1.4842014349563838e-165,-5.9710717836295135,0.2166918131420648,TRUE
ENSG00000273032.3,2472.975504885956,4.199424863533591,0.15183239120375905,27.658293663424974,2.218145469569665e-168,1.622875885372424e-165,4.189873836503765,0.15239460513042802,TRUE
