symbol,tcga_gene_id,repeats_modeled,main_screen_frequency,selection_frequency,median_log_hr,log_hr_iqr,full_main_log_hr,frozen_high_confidence,full_fit_direction_agreement
PANK1,ENSG00000152782.16,20,1,1,-0.48307016185121204,0.04680317221928998,-0.4768214482591282,TRUE,TRUE
ACADM,ENSG00000117054.14,20,0.95,0.95,-0.46109192884382355,0.030859027378895842,-0.44954477780770535,TRUE,TRUE
DDC,ENSG00000132437.18,20,0.9,0.9,-0.4271076530309591,0.027286673666996664,-0.4168067446963606,TRUE,TRUE
CYFIP2,ENSG00000055163.20,20,1,0.85,-0.43965164889202524,0.04384061330092964,-0.44123008987349144,TRUE,TRUE
CRYL1,ENSG00000165475.15,20,0.95,0.85,-0.4736585773009079,0.03340191298949252,-0.4532002843034422,TRUE,TRUE
CLCN5,ENSG00000171365.17,20,0.85,0.85,-0.42995135489237746,0.03965027440194413,-0.4179705520742072,TRUE,TRUE
PODXL,ENSG00000128567.17,20,0.75,0.75,-0.4265008259131957,0.04825789738002606,-0.40933662500657014,TRUE,TRUE
CADPS2,ENSG00000081803.16,20,0.7,0.7,-0.41831667212141405,0.03128090583534482,-0.4246365505457781,TRUE,TRUE
TEK,ENSG00000120156.22,20,0.7,0.7,-0.4210168752258497,0.04981446651060917,-0.4058770649337851,TRUE,TRUE
TMEM140,ENSG00000146859.6,20,0.7,0.7,-0.4203835486380303,0.03198875566894077,-0.40438331187258514,FALSE,TRUE
HHLA2,ENSG00000114455.13,20,0.95,0.65,-0.48373043400374105,0.027772947758998412,-0.46871237804694216,TRUE,TRUE
GJB1,ENSG00000169562.13,20,0.85,0.65,-0.43057844802662626,0.046842905486233155,-0.4224650121316321,FALSE,TRUE
C1QTNF6,ENSG00000133466.14,20,0.7,0.65,0.4367594954636983,0.06138870907360633,0.4485051545354674,TRUE,TRUE
LRBA,ENSG00000198589.14,20,0.65,0.65,-0.418110066109666,0.059072575943244665,-0.4531098301322976,TRUE,TRUE
TNIP1,ENSG00000145901.16,20,0.65,0.65,-0.41198039420285165,0.04898070842767538,-0.4000398661892611,FALSE,TRUE
EMCN,ENSG00000164035.10,20,0.6,0.6,-0.42069166032545025,0.04495686477573452,-0.40596911923027346,TRUE,TRUE
KL,ENSG00000133116.8,20,0.6,0.6,-0.4179533976328064,0.06026645900355204,-0.4133638758779611,TRUE,TRUE
TCIRG1,ENSG00000110719.10,20,0.6,0.6,0.4218143820362666,0.0584691149209971,0.4294557278534527,TRUE,TRUE
TNFAIP2,ENSG00000185215.11,20,0.6,0.6,0.42190858940087994,0.07722342544882788,0.4305901648197023,TRUE,TRUE
GRAMD1A,ENSG00000089351.14,20,0.55,0.55,0.4074277135014416,0.06297186195774357,0.43806916847653543,TRUE,TRUE
IFFO1,ENSG00000010295.20,20,0.55,0.55,0.4087239787725551,0.07520357577408687,0.4205016741985371,TRUE,TRUE
KNTC1,ENSG00000184445.12,20,0.5,0.5,0.40437339052342247,0.04420365553050376,0.39970873826885256,FALSE,TRUE
MIAT,ENSG00000225783.8,20,0.5,0.5,0.40780439392855117,0.06414375091461383,0.3888211006563305,FALSE,TRUE
PLCL1,ENSG00000115896.16,20,0.5,0.5,-0.4063123107213089,0.09495410661640369,-0.3847581947784514,FALSE,TRUE
TROAP,ENSG00000135451.13,20,0.5,0.5,0.40925302037120526,0.07568063907426992,0.40496088785156314,FALSE,TRUE
VWF,ENSG00000110799.14,20,0.5,0.5,-0.3969787694452275,0.07189245405705258,-0.3781885530636176,FALSE,TRUE
CSNK1E,ENSG00000213923.13,20,0.5,0.45,0.4056846630959232,0.03631300190111342,0.4024417956023563,FALSE,TRUE
ACADSB,ENSG00000196177.13,20,0.45,0.45,-0.3997780836151038,0.06311071140305141,-0.39727075965729874,FALSE,TRUE
ALS2CL,ENSG00000178038.17,20,0.45,0.45,0.3925960720176923,0.04061597188649696,0.36851996161830786,FALSE,TRUE
DBT,ENSG00000137992.14,20,0.45,0.45,-0.4036557433506672,0.045364408354332475,-0.4166457711143031,TRUE,TRUE
FUT6,ENSG00000156413.14,20,0.45,0.45,-0.4004917043904729,0.036872327050317566,-0.4058860669942024,TRUE,TRUE
HIBCH,ENSG00000198130.16,20,0.45,0.45,-0.3983811805893978,0.02893547787983136,-0.4145921448859503,TRUE,TRUE
SLC22A6,ENSG00000197901.12,20,0.45,0.45,-0.40164674695465585,0.06102209094735811,-0.38691752939972346,FALSE,TRUE
SLC5A12,ENSG00000148942.15,20,0.45,0.45,-0.3955130908554467,0.0641137022984023,-0.38149159730325827,FALSE,TRUE
SLC7A9,ENSG00000021488.13,20,0.45,0.45,-0.39882978137525293,0.058837248339296266,-0.3979594716001528,FALSE,TRUE
ST6GALNAC3,ENSG00000184005.11,20,0.45,0.45,-0.40140925027450525,0.06720825223353388,-0.3897413260158228,FALSE,TRUE
IQGAP2,ENSG00000145703.16,20,0.6,0.4,-0.4236778327488049,0.0606244383839461,-0.4156362728911144,TRUE,TRUE
GLYAT,ENSG00000149124.11,20,0.45,0.4,-0.40388043276562635,0.02025510959351584,-0.3998039387359661,FALSE,TRUE
SUCLA2,ENSG00000136143.16,20,0.45,0.4,-0.39359562649893115,0.0531167576848785,-0.3926183976530704,FALSE,TRUE
ACAT1,ENSG00000075239.14,20,0.4,0.4,-0.4014632872827196,0.03237539564697245,-0.4087572707425221,TRUE,TRUE
ALDH6A1,ENSG00000119711.13,20,0.4,0.4,-0.37494006685163794,0.09622305826227406,-0.3703687873076541,FALSE,TRUE
KDR,ENSG00000128052.10,20,0.4,0.4,-0.3917639736242474,0.05550413942482424,-0.3647411036458737,FALSE,TRUE
PBLD,ENSG00000108187.16,20,0.4,0.4,-0.3941107922633602,0.036865801251406594,-0.3931493498855932,FALSE,TRUE
PLG,ENSG00000122194.19,20,0.4,0.4,-0.38596127901702726,0.08341315067635868,-0.38072019029688103,FALSE,TRUE
LTB4R,ENSG00000213903.9,20,0.55,0.35,0.4110546107065254,0.03902282554571379,0.4178160043117369,FALSE,TRUE
FHOD1,ENSG00000135723.14,20,0.5,0.35,0.40441628950571396,0.05762414552365236,0.41652762820698513,TRUE,TRUE
ABCD3,ENSG00000117528.14,20,0.35,0.35,-0.38655380322833816,0.0697427439923533,-0.3818866224905232,FALSE,TRUE
AURKB,ENSG00000178999.13,20,0.35,0.35,0.38098596045184663,0.061267114811708046,0.3879003039367351,FALSE,TRUE
CCDC146,ENSG00000135205.15,20,0.35,0.35,-0.389697674240683,0.06273487891735091,-0.3722645162005718,FALSE,TRUE
SBNO2,ENSG00000064932.16,20,0.35,0.35,0.37437690630313547,0.060355491385963855,0.3810801336731861,FALSE,TRUE
IRF9,ENSG00000213928.9,20,0.35,0.3,0.37592313445163367,0.08349225951666972,0.3694590907770381,FALSE,TRUE
CDCA3,ENSG00000111665.12,20,0.3,0.3,0.36920122857519944,0.06949755491402276,0.37258616406239864,FALSE,TRUE
CPEB4,ENSG00000113742.14,20,0.3,0.3,-0.38985663632511774,0.0411049292420087,-0.3992078117916211,FALSE,TRUE
GATM,ENSG00000171766.17,20,0.3,0.3,-0.36918587955431736,0.06729755951378885,-0.367842814112406,FALSE,TRUE
NNT,ENSG00000112992.18,20,0.3,0.3,-0.3559509384031969,0.08846942747163133,-0.3838129726721288,FALSE,TRUE
PDGFD,ENSG00000170962.13,20,0.3,0.3,-0.3733886506717098,0.06774745857316405,-0.35314185376163193,FALSE,TRUE
SEMA3G,ENSG00000010319.7,20,0.3,0.3,-0.36681658570027276,0.056539414832308565,-0.3664763555950649,FALSE,TRUE
SLC22A8,ENSG00000149452.16,20,0.3,0.3,-0.36866775975985755,0.07327427484307591,-0.3624888578325977,FALSE,TRUE
SPATA18,ENSG00000163071.11,20,0.3,0.3,-0.3878388400884333,0.05339993919249064,-0.3847330066661166,FALSE,TRUE
TRMT1,ENSG00000104907.12,20,0.3,0.3,0.37518991721985984,0.0819308820372594,0.3674323583435786,FALSE,TRUE
PAFAH2,ENSG00000158006.14,20,0.35,0.25,-0.38553892937368694,0.08007841523781883,-0.3924885648477622,FALSE,TRUE
BTD,ENSG00000169814.16,20,0.3,0.25,-0.36969955658437054,0.10221037167389185,-0.370512139321234,FALSE,TRUE
MPP7,ENSG00000150054.18,20,0.3,0.25,-0.3820885793822377,0.07695586500516305,-0.3956292069639144,FALSE,TRUE
CDCA7,ENSG00000144354.14,20,0.25,0.25,0.35416614797706103,0.08268355632603824,0.3711068995250087,FALSE,TRUE
CDH13,ENSG00000140945.17,20,0.25,0.25,-0.36891222837859794,0.0535075858214058,-0.35672692020978886,FALSE,TRUE
CHEK2,ENSG00000183765.23,20,0.25,0.25,0.33704543782952207,0.12286099960652275,0.3308950847556559,FALSE,TRUE
FRK,ENSG00000111816.8,20,0.25,0.25,-0.3727413097220062,0.06862624609638995,-0.3871269937744245,FALSE,TRUE
GALM,ENSG00000143891.17,20,0.25,0.25,-0.36497295575209,0.04568808265628682,-0.3643470775366195,FALSE,TRUE
HAO2,ENSG00000116882.15,20,0.25,0.25,-0.37202604996152255,0.046160892791259456,-0.37046685763699094,FALSE,TRUE
HJURP,ENSG00000123485.12,20,0.25,0.25,0.3644851700945651,0.0750011969874152,0.3671508237561123,FALSE,TRUE
IFI30,ENSG00000216490.4,20,0.25,0.25,0.37324068389151877,0.07400933913683422,0.3622736344701611,FALSE,TRUE
LYPD6,ENSG00000187123.15,20,0.25,0.25,0.38556392122317423,0.04586226591565562,0.38350678057708937,FALSE,TRUE
PECAM1,ENSG00000261371.6,20,0.25,0.25,-0.3770846505919714,0.05886704997262249,-0.3464890477836244,FALSE,TRUE
RDH12,ENSG00000139988.10,20,0.25,0.25,-0.3798871193922938,0.07125683465454646,-0.37401173861172166,FALSE,TRUE
RGS17,ENSG00000091844.8,20,0.25,0.25,0.38436673238146,0.04847511129217269,0.3713765166248296,FALSE,TRUE
RIT1,ENSG00000143622.11,20,0.25,0.25,-0.36323188232255865,0.06627696908742942,-0.34551552302585226,FALSE,TRUE
SLC25A35,ENSG00000125434.11,20,0.25,0.25,0.3618541210143612,0.07901148723739038,0.3615724418393831,FALSE,TRUE
TACC3,ENSG00000013810.20,20,0.25,0.25,0.358257971150394,0.08913247007460978,0.34909315588941364,FALSE,TRUE
TLR3,ENSG00000164342.13,20,0.25,0.25,-0.38705679090594663,0.03949855948329345,-0.3807444653180712,FALSE,TRUE
TMEM174,ENSG00000164325.8,20,0.25,0.25,-0.3807110809774763,0.04483386408069778,-0.3728698989658309,FALSE,TRUE
TUBB2B,ENSG00000137285.10,20,0.25,0.25,0.37774557093123146,0.04179039215358443,0.3719500054306639,FALSE,TRUE
USP2,ENSG00000036672.16,20,0.25,0.25,-0.3619449138936047,0.06787527469292076,-0.3649121414327514,FALSE,TRUE
RBM47,ENSG00000163694.15,20,0.45,0.2,-0.40452215679784054,0.02516757737974462,-0.4090358003875217,FALSE,TRUE
HADH,ENSG00000138796.17,20,0.3,0.2,-0.37796679700140234,0.05289300001252112,-0.3766394262995017,FALSE,TRUE
AJAP1,ENSG00000196581.11,20,0.2,0.2,-0.3625295384052538,0.06796407274834548,-0.3693908646309971,FALSE,TRUE
CCNB2,ENSG00000157456.8,20,0.2,0.2,0.3601600347369982,0.053826613654717304,0.35276419519946167,FALSE,TRUE
CCNF,ENSG00000162063.13,20,0.2,0.2,0.38202387214681305,0.03652459854901402,0.37328992797186467,FALSE,TRUE
DNASE1L3,ENSG00000163687.14,20,0.2,0.2,-0.3531384650113818,0.047102241388670585,-0.35589965202399243,FALSE,TRUE
FKBP11,ENSG00000134285.11,20,0.2,0.2,0.33124910830428955,0.07128163291496098,0.3337256887309674,FALSE,TRUE
HMGCS2,ENSG00000134240.12,20,0.2,0.2,-0.36006925417053703,0.06131524683783118,-0.33631312622947934,FALSE,TRUE
MSRA,ENSG00000175806.15,20,0.2,0.2,-0.37656285353525837,0.04563000916449689,-0.3598799102034151,FALSE,TRUE
NDC80,ENSG00000080986.13,20,0.2,0.2,0.3643904091220008,0.0675131643907958,0.35677789676586946,FALSE,TRUE
SEMA6A,ENSG00000092421.17,20,0.2,0.2,-0.340442864576301,0.07310746304331484,-0.34273060128093413,FALSE,TRUE
SLC16A9,ENSG00000165449.11,20,0.2,0.2,-0.35872129721844087,0.055386902653430825,-0.34957429072309737,FALSE,TRUE
FBP1,ENSG00000165140.11,20,0.35,0.15,-0.3794051425306717,0.043202562934911426,-0.36468451944747293,FALSE,TRUE
ZNF337,ENSG00000130684.14,20,0.25,0.15,0.3618522191321107,0.07565832164910602,0.3616988465114987,FALSE,TRUE
AGXT2,ENSG00000113492.14,20,0.15,0.15,-0.38135572280868946,0.033972763824128616,-0.3752460007656024,FALSE,TRUE
APOLD1,ENSG00000178878.13,20,0.15,0.15,-0.3694398196863255,0.05845645565337726,-0.3460921371447669,FALSE,TRUE
APOM,ENSG00000204444.11,20,0.15,0.15,-0.34747662626121634,0.04651624596990345,-0.3407615967661606,FALSE,TRUE
C1orf210,ENSG00000253313.6,20,0.15,0.15,-0.3130740649274817,0.04975320876364098,-0.31357875094878507,FALSE,TRUE
CLIC5,ENSG00000112782.19,20,0.15,0.15,-0.36487356870710536,0.04379160897581508,-0.36404781894918214,FALSE,TRUE
COL4A5,ENSG00000188153.14,20,0.15,0.15,0.3459460321694036,0.07243588831206849,0.33491453591459447,FALSE,TRUE
CYP4A11,ENSG00000187048.13,20,0.15,0.15,-0.3161123013766546,0.0715138603538536,-0.33072917505992094,FALSE,TRUE
EIF4A1,ENSG00000161960.16,20,0.15,0.15,0.3427859368448769,0.06478977921770002,0.3504434141511603,FALSE,TRUE
GYG2,ENSG00000056998.20,20,0.15,0.15,0.3536605150230676,0.09314856832969515,0.33538398536051306,FALSE,TRUE
NTN4,ENSG00000074527.13,20,0.15,0.15,-0.34986195641852513,0.06403797890109025,-0.3361152052408508,FALSE,TRUE
P2RY8,ENSG00000182162.11,20,0.15,0.15,-0.3686318179558472,0.05472111560324128,-0.33886062851286414,FALSE,TRUE
PAQR5,ENSG00000137819.14,20,0.15,0.15,-0.354728940287925,0.057454661448991695,-0.34924256381560803,FALSE,TRUE
PLAUR,ENSG00000011422.12,20,0.15,0.15,0.33945014563751585,0.06194911221905802,0.3463767395049653,FALSE,TRUE
RALYL,ENSG00000184672.12,20,0.15,0.15,0.33814820757111574,0.05957483312584855,0.316628170463058,FALSE,TRUE
SCGN,ENSG00000079689.14,20,0.15,0.15,-0.3372242260108609,0.04831764047295356,-0.3236079030133861,FALSE,TRUE
SLC27A2,ENSG00000140284.11,20,0.15,0.15,-0.3534250375325718,0.03874146240591653,-0.35373499771867817,FALSE,TRUE
SLC43A3,ENSG00000134802.18,20,0.15,0.15,0.3093490691518316,0.08869739660016412,0.3059460607943544,FALSE,TRUE
TSPAN1,ENSG00000117472.10,20,0.15,0.15,-0.36630033288221836,0.058602081749917934,-0.36637842524510544,FALSE,TRUE
GNRH1,ENSG00000147437.10,20,0.2,0.1,0.3460298304089273,0.08873655499496058,0.35456319352896065,FALSE,TRUE
TLN2,ENSG00000171914.16,20,0.2,0.1,-0.36486751101667314,0.051534240763131345,-0.36512055773287855,FALSE,TRUE
COL4A4,ENSG00000081052.13,20,0.15,0.1,-0.36002407554512883,0.05715021426413003,-0.34924656422382916,FALSE,TRUE
PCCA,ENSG00000175198.17,20,0.15,0.1,-0.3630993213133983,0.05691678624225449,-0.3659568977592623,FALSE,TRUE
PLEKHG2,ENSG00000090924.15,20,0.15,0.1,0.37095342463637315,0.029901414346907962,0.38236685469743426,FALSE,TRUE
ANK3,ENSG00000151150.22,20,0.1,0.1,-0.3493129309568057,0.05154011266871872,-0.35851703210123453,FALSE,TRUE
ARHGAP24,ENSG00000138639.18,20,0.1,0.1,-0.3720972851778258,0.0475587256932411,-0.3610016048297748,FALSE,TRUE
ATP1A1,ENSG00000163399.16,20,0.1,0.1,-0.33856697388440127,0.0626372689377841,-0.3498430368885582,FALSE,TRUE
ATP6V1A,ENSG00000114573.10,20,0.1,0.1,-0.2906619231453891,0.04931398975602497,-0.31654743704381516,FALSE,TRUE
AUH,ENSG00000148090.12,20,0.1,0.1,-0.31045725595611007,0.06280854148126447,-0.3040955839264326,FALSE,TRUE
CAT,ENSG00000121691.7,20,0.1,0.1,-0.3654721584729279,0.036704802730472996,-0.35767468403286234,FALSE,TRUE
CDC20,ENSG00000117399.14,20,0.1,0.1,0.3121222888166089,0.06868946969471368,0.3140932184255122,FALSE,TRUE
CENPA,ENSG00000115163.15,20,0.1,0.1,0.3223070353317621,0.06742710966839799,0.3307202103989548,FALSE,TRUE
CENPF,ENSG00000117724.13,20,0.1,0.1,0.2853595477136256,0.08467569712381512,0.28008989355148095,FALSE,TRUE
CEP55,ENSG00000138180.16,20,0.1,0.1,0.2975274218917855,0.07505524092638821,0.29623581339702554,FALSE,TRUE
CHDH,ENSG00000016391.11,20,0.1,0.1,-0.36512781061534827,0.03436115399533285,-0.3708847777938236,FALSE,TRUE
CLDN10,ENSG00000134873.10,20,0.1,0.1,-0.3394946972175795,0.04493584558708186,-0.3398279568914687,FALSE,TRUE
COL6A2,ENSG00000142173.16,20,0.1,0.1,0.3332771450043733,0.038332651317809,0.3310746913892751,FALSE,TRUE
CTDSPL,ENSG00000144677.15,20,0.1,0.1,-0.2882622063345417,0.08817960826164739,-0.30734442916218985,FALSE,TRUE
GK,ENSG00000198814.13,20,0.1,0.1,-0.3665828555162145,0.05509077752308422,-0.36148929771752897,FALSE,TRUE
GLTPD2,ENSG00000182327.8,20,0.1,0.1,-0.3101115742582602,0.04990539693220836,-0.30709493963192847,FALSE,TRUE
HAVCR2,ENSG00000135077.9,20,0.1,0.1,-0.3189634808679046,0.07476990322818472,-0.31969841869631277,FALSE,TRUE
IFI44,ENSG00000137965.11,20,0.1,0.1,0.33700781608827257,0.07516133853738549,0.3264751427039408,FALSE,TRUE
IYD,ENSG00000009765.15,20,0.1,0.1,-0.32292360877470977,0.05004637542342283,-0.3274090879129692,FALSE,TRUE
KIF20A,ENSG00000112984.12,20,0.1,0.1,0.2992981576470048,0.0703772822641312,0.2969573652018036,FALSE,TRUE
KLHL13,ENSG00000003096.14,20,0.1,0.1,-0.31611355809110336,0.048054367098551376,-0.32834275598209794,FALSE,TRUE
LRRC19,ENSG00000184434.8,20,0.1,0.1,-0.34467126904177336,0.07016321715781604,-0.357157516572886,FALSE,TRUE
MDK,ENSG00000110492.15,20,0.1,0.1,0.3419283487492763,0.07864555532895812,0.3265325427753445,FALSE,TRUE
PABPC4L,ENSG00000254535.4,20,0.1,0.1,-0.3635879060898238,0.06524081707168394,-0.336014512629469,FALSE,TRUE
PLVAP,ENSG00000130300.9,20,0.1,0.1,-0.3648484764670268,0.06624183264558514,-0.3283687500425171,FALSE,TRUE
SIM2,ENSG00000159263.16,20,0.1,0.1,0.34199891674704525,0.04522503965536295,0.32064606921113403,FALSE,TRUE
SLC17A2,ENSG00000112337.10,20,0.1,0.1,-0.34706883671086486,0.032556381003596924,-0.3417821210428786,FALSE,TRUE
WDR72,ENSG00000166415.15,20,0.1,0.1,-0.33746924007203755,0.06974537036023926,-0.33585504657322246,FALSE,TRUE
KCNAB1,ENSG00000169282.18,20,0.1,0.05,-0.3256853558409514,0.07785453812374926,-0.3252146383969186,FALSE,TRUE
ADH6,ENSG00000172955.17,20,0.05,0.05,-0.3494254807053029,0.03020523277043069,-0.3527848445080135,FALSE,TRUE
ALDOB,ENSG00000136872.20,20,0.05,0.05,-0.32038151551240507,0.07132513337282492,-0.29379694740671,FALSE,TRUE
ARHGAP4,ENSG00000089820.16,20,0.05,0.05,0.33036960151745953,0.05902800305111627,0.31913013924100525,FALSE,TRUE
BNIP3,ENSG00000176171.11,20,0.05,0.05,-0.2797241260341249,0.06833510916366431,-0.286525101193527,FALSE,TRUE
CAPS,ENSG00000105519.18,20,0.05,0.05,0.3328529490651364,0.06378740363905588,0.3197016532744025,FALSE,TRUE
CARD9,ENSG00000187796.15,20,0.05,0.05,0.31117087236930685,0.03971839395910487,0.31597853513622637,FALSE,TRUE
CDKL2,ENSG00000138769.11,20,0.05,0.05,-0.3082629168882115,0.06874347408478254,-0.3122765751568038,FALSE,TRUE
CDS1,ENSG00000163624.6,20,0.05,0.05,-0.264633808046334,0.053759408392986124,-0.2887810035117972,FALSE,TRUE
CEACAM1,ENSG00000079385.23,20,0.05,0.05,-0.33460571268713013,0.07129646489809988,-0.3253562343846217,FALSE,TRUE
CLEC14A,ENSG00000176435.7,20,0.05,0.05,-0.3300042830003461,0.06567271824418441,-0.31223307291625463,FALSE,TRUE
COBL,ENSG00000106078.19,20,0.05,0.05,-0.32974520840620397,0.05975037172435976,-0.30793852030880214,FALSE,TRUE
CYP3A4,ENSG00000160868.15,20,0.05,0.05,-0.3058620384625201,0.09936169823010535,-0.2794829957317512,FALSE,TRUE
DHDH,ENSG00000104808.8,20,0.05,0.05,-0.3290456566166732,0.0630899820840033,-0.3257840204378425,FALSE,TRUE
ENO2,ENSG00000111674.9,20,0.05,0.05,0.2693185773805107,0.05616840493163447,0.27973633595384756,FALSE,TRUE
ETNK2,ENSG00000143845.15,20,0.05,0.05,-0.33697319512881185,0.06819293141450716,-0.3227265821481617,FALSE,TRUE
EVL,ENSG00000196405.13,20,0.05,0.05,0.3230329699212813,0.06099558351764384,0.2971058979925774,FALSE,TRUE
FAM151A,ENSG00000162391.12,20,0.05,0.05,-0.3041198810858723,0.045564502595749956,-0.3029160174954097,FALSE,TRUE
FBXO21,ENSG00000135108.15,20,0.05,0.05,-0.35650239390439875,0.04492050368414524,-0.3552840740228677,FALSE,TRUE
FLT1,ENSG00000102755.12,20,0.05,0.05,-0.3589869838849259,0.06244885447738485,-0.32987915951821384,FALSE,TRUE
GABRE,ENSG00000102287.19,20,0.05,0.05,0.24413532035250501,0.06891189540194767,0.2697389969743117,FALSE,TRUE
GOT1,ENSG00000120053.12,20,0.05,0.05,-0.31540488003133094,0.05305141854822654,-0.31655757876781343,FALSE,TRUE
HPGD,ENSG00000164120.14,20,0.05,0.05,-0.34732137830225435,0.05212011988188797,-0.33853048233050637,FALSE,TRUE
IL10RB,ENSG00000243646.10,20,0.05,0.05,0.2959116818989357,0.051483796509549484,0.2968752165891297,FALSE,TRUE
KIF4A,ENSG00000090889.12,20,0.05,0.05,0.29526655821821646,0.07392791669219595,0.3041533358782674,FALSE,TRUE
NDUFS1,ENSG00000023228.14,20,0.05,0.05,-0.33120999221660513,0.025117602420108798,-0.3347958275200434,FALSE,TRUE
NR3C2,ENSG00000151623.15,20,0.05,0.05,-0.2885907718982586,0.049966918277492556,-0.28618026362946863,FALSE,TRUE
POLQ,ENSG00000051341.14,20,0.05,0.05,0.2726243910876095,0.07715645723431622,0.26662212540341634,FALSE,TRUE
PPARA,ENSG00000186951.16,20,0.05,0.05,-0.32662499454334615,0.07705856022614266,-0.3262693590873335,FALSE,TRUE
PRKD1,ENSG00000184304.16,20,0.05,0.05,-0.2922840189290628,0.052746236242916245,-0.2900833952905999,FALSE,TRUE
PSAT1,ENSG00000135069.14,20,0.05,0.05,0.30015514008101973,0.06159514906724506,0.28787728807012036,FALSE,TRUE
PTP4A3,ENSG00000184489.12,20,0.05,0.05,0.30003556236183293,0.07579425156353403,0.29399714944482447,FALSE,TRUE
PTTG1,ENSG00000164611.13,20,0.05,0.05,0.28578137000956805,0.05626554484103313,0.28537087667256517,FALSE,TRUE
RAB15,ENSG00000139998.16,20,0.05,0.05,0.3047076992558488,0.05918368078609887,0.30647586504704205,FALSE,TRUE
RCN3,ENSG00000142552.8,20,0.05,0.05,0.3227797017208772,0.035228416774666926,0.33439109415849405,FALSE,TRUE
RNF152,ENSG00000176641.11,20,0.05,0.05,-0.3201955547613029,0.09038895203620367,-0.3342258237869236,FALSE,TRUE
SCGB1D2,ENSG00000124935.4,20,0.05,0.05,-0.3013141179120902,0.036537572088993164,-0.3006155836209854,FALSE,TRUE
SHMT1,ENSG00000176974.20,20,0.05,0.05,-0.3439812832517125,0.033562498853543954,-0.34016441900235134,FALSE,TRUE
SLC13A1,ENSG00000081800.9,20,0.05,0.05,-0.3567014110411415,0.04256430183447485,-0.35994858927697776,FALSE,TRUE
SNHG1,ENSG00000255717.7,20,0.05,0.05,0.34972226537156487,0.09241099453496104,0.34450375317594517,FALSE,TRUE
SNORD89,ENSG00000212283.1,20,0.05,0.05,0.2924231910029891,0.07164627970136561,0.24058331344115033,FALSE,TRUE
TDO2,ENSG00000151790.9,20,0.05,0.05,0.3246222438257695,0.056721240610189405,0.32071315676183115,FALSE,TRUE
TGFBR3,ENSG00000069702.11,20,0.05,0.05,-0.2981564868217317,0.07502851893931323,-0.2970266507842922,FALSE,TRUE
TLL1,ENSG00000038295.8,20,0.05,0.05,-0.29111778137250877,0.0611272052067417,-0.29158239595176155,FALSE,TRUE
TMEM44,ENSG00000145014.18,20,0.05,0.05,0.3474060981222183,0.07204468749775866,0.3459549523225091,FALSE,TRUE
TPX2,ENSG00000088325.16,20,0.05,0.05,0.28932727679238224,0.07182923060191815,0.297749251422181,FALSE,TRUE
TRIB3,ENSG00000101255.11,20,0.05,0.05,0.32788244201893146,0.06734644537417567,0.3169780692236362,FALSE,TRUE
UBE2C,ENSG00000175063.17,20,0.05,0.05,0.32128745204441045,0.07036527473755033,0.3290371023417984,FALSE,TRUE
MICALL2,ENSG00000164877.19,20,1,0,0.4804638464682812,0.05303409519372082,0.46863129507858703,FALSE,TRUE
CNTNAP1,ENSG00000108797.12,20,0.95,0,0.4672718286800208,0.03626503927727154,0.472006131373363,FALSE,TRUE
RPL36A,ENSG00000241343.10,20,0.95,0,0.5024575353205446,0.0651995586224714,0.4880866511019171,FALSE,TRUE
THBS3,ENSG00000169231.13,20,0.95,0,0.5132361036352313,0.08362431971855122,0.5030039789489884,FALSE,TRUE
NOL12,ENSG00000273899.5,20,0.85,0,0.45530248310408017,0.0785121107818243,0.4524862330444935,FALSE,TRUE
CHTF18,ENSG00000127586.17,20,0.8,0,0.4571624987281667,0.06253288444032085,0.44868713954774553,FALSE,TRUE
GSDMB,ENSG00000073605.18,20,0.8,0,0.45638613339932355,0.06548738925458641,0.44712337422426224,FALSE,TRUE
PIF1,ENSG00000140451.13,20,0.8,0,0.4468046514533237,0.04395579603874189,0.4242929910368252,FALSE,TRUE
CHFR,ENSG00000072609.18,20,0.75,0,0.4357260454229374,0.05368721810906574,0.42413909383291826,FALSE,TRUE
MAP3K12,ENSG00000139625.13,20,0.75,0,0.4282286724948129,0.08041586589547495,0.4391346614326755,FALSE,TRUE
PRCD,ENSG00000214140.11,20,0.75,0,0.44014242844086454,0.047705857585585376,0.4433203642486661,FALSE,TRUE
RAPGEFL1,ENSG00000108352.13,20,0.75,0,0.43940919228802994,0.05370823246106704,0.430027743276828,FALSE,TRUE
ADAMTS14,ENSG00000138316.11,20,0.7,0,0.42199222465963604,0.05359390668028269,0.4099219402677777,FALSE,TRUE
HES7,ENSG00000179111.9,20,0.65,0,0.41633711803786966,0.06292906538795107,0.4151568182412483,FALSE,TRUE
KRTCAP2,ENSG00000163463.13,20,0.65,0,0.4326377529160409,0.07880750414617588,0.42689778288001545,FALSE,TRUE
CHMP4A,ENSG00000254505.11,20,0.6,0,0.408637072406159,0.06130438495591517,0.4066949501638095,FALSE,TRUE
CLK2,ENSG00000176444.19,20,0.6,0,0.43642449467508826,0.07132529190729775,0.4329975320023404,FALSE,TRUE
RELT,ENSG00000054967.13,20,0.6,0,0.42170861385680647,0.09023697490217525,0.4058154215029049,FALSE,TRUE
RPS17,ENSG00000182774.13,20,0.6,0,0.4188330915247567,0.06592864285122813,0.4087328809129182,FALSE,TRUE
INE1,ENSG00000224975.1,20,0.55,0,0.4123072657856952,0.059941717051773036,0.4056722193133164,FALSE,TRUE
